"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
14085,618,"AW00014085",NULL,"Nathan Garcia","1985-08-30","M","M","30000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"2813 A St.",NULL,"952-555-0168","2022-04-24","0-1 Miles"
14086,20,"AW00014086",NULL,"Maurice Chander","1951-08-20","M","M","10000.00",5,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"849 Donegal Road",NULL,"1 (11) 500 555-0115","2022-10-22","0-1 Miles"
14087,27,"AW00014087",NULL,"Harold Garcia","1942-11-02","S","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"5980 Icicle Circle","Unit H","1 (11) 500 555-0118","2022-02-08","5-10 Miles"
14088,553,"AW00014088",NULL,"Alexandra Lopez","1983-11-22","S","F","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"2541 Waterview Place",NULL,"142-555-0119","2021-03-12","5-10 Miles"
14089,316,"AW00014089",NULL,"Kaitlyn Gray","1984-04-07","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"8778 So. Silver Spring",NULL,"543-555-0126","2021-03-10","0-1 Miles"
14090,314,"AW00014090",NULL,"Jennifer Lewis","1983-04-15","M","F","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"2119 Virginia Hills",NULL,"387-555-0170","2022-04-30","0-1 Miles"
14091,54,"AW00014091",NULL,"Logan Thomas","1983-02-10","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"2524 Coggins Drive",NULL,"990-555-0184","2022-01-31","0-1 Miles"
14092,609,"AW00014092",NULL,"Maurice Nath","1983-05-24","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"9918 Scramble Rd.",NULL,"145-555-0174","2022-09-08","5-10 Miles"
14093,300,"AW00014093",NULL,"Jillian Arthur","1982-10-17","S","F","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"2860 Brentwood Circle",NULL,"586-555-0114","2022-08-23","5-10 Miles"
14094,383,"AW00014094",NULL,"Amanda Russell","1982-11-07","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"220 Rambling Rose Ave.","# 103","486-555-0161","2022-04-26","0-1 Miles"
14095,343,"AW00014095",NULL,"Paige Griffin","1982-03-10","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"5749 Esperanza",NULL,"885-555-0148","2021-04-29","5-10 Miles"
14096,62,"AW00014096",NULL,"Samuel Green","1985-02-16","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Clerical",2,"7709 Redhead Way",NULL,"652-555-0148","2022-06-11","0-1 Miles"
14097,607,"AW00014097",NULL,"Johnathan Srini","1985-03-25","M","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"8315 Near Ct.",NULL,"767-555-0193","2022-07-25","5-10 Miles"
14098,618,"AW00014098",NULL,"Allison Lopez","1984-10-21","M","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"9941 Clyde Street",NULL,"972-555-0156","2021-04-11","5-10 Miles"
14099,13,"AW00014099",NULL,"Rafael Lin","1945-05-23","M","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"5265 Lorraine Ave.",NULL,"1 (11) 500 555-0159","2022-03-17","0-1 Miles"
14100,39,"AW00014100",NULL,"Alisha Xu","1952-05-15","M","F","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"551 Almond Ave",NULL,"1 (11) 500 555-0178","2022-06-12","5-10 Miles"
14101,10,"AW00014101",NULL,"Franklin Lal","1948-03-10","M","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"9, rue Saint-Lazare",NULL,"1 (11) 500 555-0146","2021-08-27","0-1 Miles"
14102,11,"AW00014102",NULL,"Lisa Huang","1947-08-27","S","F","60000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"9762 Alvecedo",NULL,"1 (11) 500 555-0168","2021-08-16","5-10 Miles"
14103,13,"AW00014103",NULL,"Monique Blanco","1949-04-04","S","F","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"6658 Rheem Blvd",NULL,"1 (11) 500 555-0125","2021-08-03","5-10 Miles"
14104,315,"AW00014104",NULL,"Sydney James","1982-02-14","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"2257 Gate Drive",NULL,"928-555-0156","2021-04-02","1-2 Miles"
14105,336,"AW00014105",NULL,"Jackson Zhang","1982-06-03","S","M","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9532 Clay Rd",NULL,"739-555-0115","2021-04-06","1-2 Miles"
14106,348,"AW00014106",NULL,"Melissa Hughes","1981-07-12","S","F","40000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"9391 80th St",NULL,"976-555-0182","2021-04-26","1-2 Miles"
14107,50,"AW00014107",NULL,"Alexandra Garcia","1981-01-20","S","F","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"6014 La Vista Circle",NULL,"502-555-0184","2022-03-19","5-10 Miles"
14108,54,"AW00014108",NULL,"Thomas Yang","1980-10-04","S","M","40000.00",0,0,"High School","Educación secundaria","Bac + 2","Skilled Manual",2,"9884 S. Villa Way",NULL,"507-555-0173","2022-04-08","5-10 Miles"
14109,359,"AW00014109",NULL,"Aidan Gonzales","1980-02-20","M","M","30000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"4829 D St.",NULL,"603-555-0189","2021-04-28","1-2 Miles"
14110,52,"AW00014110",NULL,"Dakota Simmons","1978-12-09","S","M","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8206 Green Valley Road",NULL,"209-555-0174","2022-04-23","1-2 Miles"
14111,546,"AW00014111",NULL,"Michael Anderson","1978-05-22","S","M","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7403 N. Broadway",NULL,"306-555-0141","2022-07-31","0-1 Miles"
14112,310,"AW00014112",NULL,"Charles Sanchez","1978-05-06","S","M","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"9161 Napa St.",NULL,"612-555-0177","2021-05-04","5-10 Miles"
14113,644,"AW00014113",NULL,"Natalie Lopez","1977-10-20","S","F","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"9590 Rahn Court",NULL,"421-555-0147","2022-05-07","0-1 Miles"
14114,312,"AW00014114",NULL,"Chloe Martin","1977-07-06","M","F","70000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"4215 Arleda Lane",NULL,"989-555-0160","2023-01-28","0-1 Miles"
14115,539,"AW00014115",NULL,"Samantha Gonzales","1983-06-01","S","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"406 Countrywood Ct.",NULL,"701-555-0179","2021-05-06","1-2 Miles"
14116,638,"AW00014116",NULL,"Brianna Torres","1973-08-17","S","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"6152 Buckingham Dr.",NULL,"617-555-0112","2021-05-22","0-1 Miles"
14117,648,"AW00014117",NULL,"Emma Cook","1974-04-22","S","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"8067 Olympic Drive",NULL,"746-555-0112","2021-05-26","1-2 Miles"
14118,62,"AW00014118",NULL,"Elizabeth Ross","1978-07-10","S","F","100000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"9682 Bon Homme Way",NULL,"436-555-0128","2022-04-30","1-2 Miles"
14119,52,"AW00014119",NULL,"Paige Cooper","1972-12-08","S","F","110000.00",0,1,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",1,"3998 Bouncing Road",NULL,"336-555-0181","2022-04-24","10+ Miles"
14120,299,"AW00014120",NULL,"Gabrielle Cooper","1972-12-14","M","F","120000.00",0,1,"Bachelors","Licenciatura","Bac + 4","Management",2,"3467 Monetary Way",NULL,"357-555-0151","2021-05-22","1-2 Miles"
14121,611,"AW00014121",NULL,"Devon Goel","1973-01-09","S","M","130000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"1318 Lasalle Street",NULL,"302-555-0194","2021-05-29","0-1 Miles"
14122,337,"AW00014122",NULL,"Kaitlyn Miller","1953-02-09","M","F","80000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1692 Alpine Rd.",NULL,"828-555-0161","2022-04-16","5-10 Miles"
14123,22,"AW00014123",NULL,"Erick Mehta","1985-06-09","M","M","10000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"2338 Mozden Lane","Unit B","1 (11) 500 555-0198","2022-03-21","2-5 Miles"
14124,4,"AW00014124",NULL,"Justin Li","1986-03-11","M","M","10000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"1901 Missing Canyon Court",NULL,"1 (11) 500 555-0113","2022-04-28","0-1 Miles"
14125,29,"AW00014125",NULL,"Shane Gonzalez","1983-11-16","S","M","10000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"9293 Mt. Washington Way",NULL,"1 (11) 500 555-0117","2021-08-20","2-5 Miles"
14126,39,"AW00014126",NULL,"Andy Dominguez","1984-04-11","M","M","10000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"369 Roslyn Drive",NULL,"1 (11) 500 555-0170","2022-02-27","1-2 Miles"
14127,21,"AW00014127",NULL,"Lacey Zhang","1981-08-07","M","F","10000.00",0,0,"High School","Educación secundaria","Bac + 2","Manual",2,"6085 B Wildbrook Ct.",NULL,"1 (11) 500 555-0189","2021-08-12","0-1 Miles"
14128,26,"AW00014128",NULL,"Ian Harris","1984-07-19","S","M","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",0,"3859 Anyway Street",NULL,"1 (11) 500 555-0194","2021-08-13","1-2 Miles"
14129,15,"AW00014129",NULL,"Monica Martinez","1985-04-16","M","F","20000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"9018 Vallet Crest Drive",NULL,"1 (11) 500 555-0162","2021-08-01","0-1 Miles"
14130,7,"AW00014130",NULL,"Rebekah Serrano","1984-09-10","M","F","20000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"9037 Valley High Dr.",NULL,"1 (11) 500 555-0118","2021-08-03","0-1 Miles"
14131,2,"AW00014131",NULL,"Javier Navarro","1984-02-13","M","M","20000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"5671 Dimaggio Way",NULL,"1 (11) 500 555-0169","2021-08-08","0-1 Miles"
14132,39,"AW00014132",NULL,"Brandon Ross","1982-07-20","S","M","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",0,"4657 Price Lane",NULL,"1 (11) 500 555-0187","2021-08-16","1-2 Miles"
14133,25,"AW00014133",NULL,"Ricardo Kumar","1983-05-16","S","M","20000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"4496 Hurlstone Ct.",NULL,"1 (11) 500 555-0119","2021-08-11","0-1 Miles"
14134,28,"AW00014134",NULL,"Cassandra Fernandez","1982-12-11","S","F","20000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",0,"8598 Sharon Dr.",NULL,"1 (11) 500 555-0138","2021-08-01","0-1 Miles"
14135,188,"AW00014135",NULL,"Clayton Xie","1949-02-06","M","M","20000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",0,"1, rue de la Cavalerie",NULL,"1 (11) 500 555-0145","2022-04-18","1-2 Miles"
14136,223,"AW00014136",NULL,"Louis She","1948-10-02","M","M","20000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",0,"112, boulevard Tremblay",NULL,"1 (11) 500 555-0125","2022-05-23","0-1 Miles"
14137,155,"AW00014137",NULL,"Joy Ruiz","1949-04-04","M","F","20000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"Erftplatz 9",NULL,"1 (11) 500 555-0144","2020-06-27","0-1 Miles"
14138,133,"AW00014138",NULL,"Vincent He","1949-04-14","S","M","20000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"Wolfgangstraße 48",NULL,"1 (11) 500 555-0124","2020-06-05","1-2 Miles"
14139,168,"AW00014139",NULL,"Meredith Sai","1966-09-22","M","F","30000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Parkstr 4852",NULL,"1 (11) 500 555-0158","2020-06-30","0-1 Miles"
14140,160,"AW00014140",NULL,"Meagan Sai","1967-01-05","M","F","30000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Helsenbergbogen 6",NULL,"1 (11) 500 555-0142","2020-06-06","0-1 Miles"
14141,190,"AW00014141",NULL,"Ana Bryant","1965-12-09","S","F","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",1,"4212, rue Saint-Lazare",NULL,"1 (11) 500 555-0113","2021-02-19","1-2 Miles"
14142,154,"AW00014142",NULL,"Damien Zheng","1966-03-13","M","M","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",1,"3951 Panoramic Avenue",NULL,"1 (11) 500 555-0123","2022-10-29","2-5 Miles"
14143,246,"AW00014143",NULL,"Jill Sandoval","1971-03-10","S","F","20000.00",1,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",0,"5901 F Mt Hood Circle",NULL,"1 (11) 500 555-0197","2022-04-12","0-1 Miles"
14144,226,"AW00014144",NULL,"Lee Gutierrez","1965-04-09","M","M","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",1,"1, rue de la Centenaire",NULL,"1 (11) 500 555-0177","2022-10-25","2-5 Miles"
14145,197,"AW00014145",NULL,"Jessie Ye","1964-08-14","S","M","10000.00",1,1,"High School","Educación secundaria","Bac + 2","Manual",1,"3669, rue des Pyrenees",NULL,"1 (11) 500 555-0178","2022-02-06","1-2 Miles"
14146,238,"AW00014146",NULL,"Toni Sara","1965-01-18","M","F","20000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"3768 Door Way",NULL,"1 (11) 500 555-0160","2020-04-19","2-5 Miles"
14147,155,"AW00014147",NULL,"Marcus Rivera","1963-09-14","M","M","30000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Zimmerstr 311",NULL,"1 (11) 500 555-0129","2020-07-30","0-1 Miles"
14148,133,"AW00014148",NULL,"Shaun Sharma","1963-09-09","M","M","30000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Unter Linden 924",NULL,"1 (11) 500 555-0121","2020-08-27","0-1 Miles"
14149,121,"AW00014149",NULL,"Donald Srini","1977-04-22","M","M","30000.00",3,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"Zur Lindung 4",NULL,"1 (11) 500 555-0118","2020-08-11","0-1 Miles"
14150,243,"AW00014150",NULL,"Billy Munoz","1964-08-20","M","M","30000.00",3,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"4650 Franklin Canyon Road",NULL,"1 (11) 500 555-0127","2020-04-09","0-1 Miles"
14151,188,"AW00014151",NULL,"Marie Martin","1981-10-22","S","F","10000.00",2,2,"High School","Educación secundaria","Bac + 2","Manual",0,"35, route de Marseille",NULL,"1 (11) 500 555-0164","2022-09-16","0-1 Miles"
14152,190,"AW00014152",NULL,"Luke Turner","1975-09-07","S","M","20000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"1, rue de Maubeuge",NULL,"1 (11) 500 555-0117","2022-07-25","2-5 Miles"
14153,120,"AW00014153",NULL,"Dylan Lewis","1976-05-13","S","M","20000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"Zeiter Weg 9922",NULL,"1 (11) 500 555-0177","2022-05-11","2-5 Miles"
14154,213,"AW00014154",NULL,"Willie Gao","1981-10-05","M","M","30000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"9, avenue des Laurentides",NULL,"1 (11) 500 555-0164","2021-02-25","0-1 Miles"
14155,261,"AW00014155",NULL,"Olivia Morris","1981-09-06","M","F","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"708 Bonifacio",NULL,"1 (11) 500 555-0162","2020-04-28","0-1 Miles"
14156,253,"AW00014156",NULL,"Preston Gonzalez","1974-11-15","S","M","20000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"8874 Dallas Drive",NULL,"1 (11) 500 555-0121","2022-02-10","0-1 Miles"
14157,255,"AW00014157",NULL,"Willie Xu","1980-04-10","S","M","30000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Clerical",0,"6703 Corte Poquito",NULL,"1 (11) 500 555-0139","2020-04-10","0-1 Miles"
14158,277,"AW00014158",NULL,"Craig Moreno","1974-08-04","S","M","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"8033 Brook Street",NULL,"1 (11) 500 555-0119","2020-04-08","0-1 Miles"
14159,233,"AW00014159",NULL,"Jay Malhotra","1980-11-08","S","M","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"3230 Buchanan Rd.",NULL,"1 (11) 500 555-0136","2020-04-07","0-1 Miles"
14160,117,"AW00014160",NULL,"Brittney Hu","1975-01-02","M","F","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Galeriestr 619",NULL,"1 (11) 500 555-0155","2020-08-23","0-1 Miles"
14161,115,"AW00014161",NULL,"Claudia Li","1974-08-02","S","F","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Waldstr 9",NULL,"1 (11) 500 555-0187","2020-08-04","0-1 Miles"
14162,131,"AW00014162",NULL,"Brett Garcia","1975-05-18","M","M","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Charlottenstr 29828",NULL,"1 (11) 500 555-0175","2020-08-10","0-1 Miles"
14163,153,"AW00014163",NULL,"Ebony Garcia","1975-04-22","M","F","40000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Clerical",0,"Rehstr 7346",NULL,"1 (11) 500 555-0165","2020-08-19","0-1 Miles"
14164,130,"AW00014164",NULL,"Kari Smith","1980-11-08","S","F","50000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual",0,"Alderstr 3981",NULL,"1 (11) 500 555-0151","2020-08-13","0-1 Miles"
14165,261,"AW00014165",NULL,"Natalie Gray","1974-10-26","S","F","50000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Skilled Manual",0,"3413 Sequoia Woods Pl.",NULL,"1 (11) 500 555-0114","2020-04-20","0-1 Miles"
14166,208,"AW00014166",NULL,"Elizabeth Jenkins","1928-04-09","M","F","10000.00",3,0,"Bachelors","Licenciatura","Bac + 4","Clerical",2,"785, rue de Varenne",NULL,"1 (11) 500 555-0178","2022-02-14","0-1 Miles"
14167,118,"AW00014167",NULL,"Pamela Subram","1956-09-29","S","F","10000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",2,"Pappelallee 229",NULL,"1 (11) 500 555-0199","2020-08-14","0-1 Miles"
14168,207,"AW00014168",NULL,"Edwin Guo","1957-03-24","M","M","20000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual",1,"191, avenue Reille",NULL,"1 (11) 500 555-0131","2023-01-25","0-1 Miles"
14169,208,"AW00014169",NULL,"Carmen Martinez","1979-04-13","S","F","10000.00",3,3,"High School","Educación secundaria","Bac + 2","Manual",0,"965, rue Philibert-Delorme",NULL,"1 (11) 500 555-0126","2021-02-13","0-1 Miles"
14170,210,"AW00014170",NULL,"Rebekah Moreno","1974-05-02","S","F","10000.00",3,3,"High School","Educación secundaria","Bac + 2","Manual",0,"3697 W St.",NULL,"1 (11) 500 555-0129","2021-03-07","0-1 Miles"
14171,118,"AW00014171",NULL,"Michele Lal","1950-03-05","S","F","90000.00",5,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"Königsteiner Straße 449",NULL,"1 (11) 500 555-0152","2020-08-08","2-5 Miles"
14172,247,"AW00014172",NULL,"Carla Garcia","1949-10-19","S","F","130000.00",3,4,"Bachelors","Licenciatura","Bac + 4","Management",4,"1760 Double Court",NULL,"1 (11) 500 555-0139","2022-04-09","0-1 Miles"
14173,213,"AW00014173",NULL,"Tonya Shan","1950-10-19","M","F","70000.00",5,1,"High School","Educación secundaria","Bac + 2","Professional",3,"88, rue Georges-Clémenceau",NULL,"1 (11) 500 555-0114","2022-05-25","10+ Miles"
14174,126,"AW00014174",NULL,"Alberto Diaz","1956-09-04","M","M","70000.00",5,1,"High School","Educación secundaria","Bac + 2","Professional",3,"Celler Weg 3040","Verkaufsabteilung","1 (11) 500 555-0161","2022-02-22","10+ Miles"
